Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1402,20*,RL,73.0,39104,Pave,DNE,1,Low,4,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,DNE,0.0,3,3,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,96.0,1385.0,GasA,5,Y,SBrkr,1363,0,0,1363,1.0,0.0,1,0,2,1,3,5,5,2,TA,Attchd,1954.0,Unf,2.0,439.0,TA,TA,3,81,0,0,0,0,0,DNE,DNE,DNE,0,4,2008,WD ,241500
1790,20*,RL,70.0,8251,Pave,DNE,0,Lvl,4,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,Gd,Gd,Av,GLQ,778.0,Unf,716.0,1494.0,GasA,5,Y,SBrkr,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,8,1,Gd,Attchd,2005.0,RFn,2.0,672.0,TA,TA,3,192,35,0,0,0,0,DNE,DNE,DNE,0,4,2007,WD ,249000
316,20*,RL,88.0,11896,Pave,DNE,1,Lvl,4,Corner,0,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,4,3,PConc,Gd,TA,No,GLQ,78.0,Unf,1258.0,1336.0,GasA,5,Y,SBrkr,1346,0,0,1346,1.0,0.0,2,0,3,1,4,6,8,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,3,100,48,0,0,0,0,DNE,DNE,DNE,0,5,2010,WD ,220000
2497,20*,RL,65.0,6993,Pave,DNE,0,Lvl,4,Inside,0,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,DNE,0.0,3,3,CBlock,TA,TA,No,BLQ,465.0,Unf,447.0,912.0,GasA,3,Y,SBrkr,1236,0,0,1236,0.0,0.0,1,0,3,1,3,6,8,1,TA,Attchd,1961.0,Unf,1.0,288.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,6,2006,WD ,135000
547,60*,RL,70.0,7703,Pave,DNE,0,Lvl,4,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,DNE,0.0,4,4,PConc,Gd,Gd,No,GLQ,52.0,Rec,400.0,816.0,GasA,5,Y,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,4,6,8,0,DNE,Attchd,1992.0,RFn,2.0,528.0,TA,TA,3,0,91,0,0,168,0,DNE,DNE,DNE,0,11,2009,WD ,171500
2568,20*,RL,85.0,8500,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,TA,TA,No,Rec,600.0,Unf,635.0,1235.0,GasA,3,Y,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,3,6,8,0,DNE,Attchd,1961.0,Unf,2.0,480.0,TA,TA,3,0,0,0,0,0,0,DNE,GdWo,DNE,0,12,2006,WD ,98600
99,160*,FV,24.0,2544,Pave,Pave,0,Lvl,4,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,4,3,PConc,Gd,TA,No,GLQ,376.0,Unf,224.0,600.0,GasA,5,Y,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,4,4,8,0,DNE,Detchd,2005.0,RFn,2.0,480.0,TA,TA,3,0,166,0,0,0,0,DNE,DNE,DNE,0,5,2010,WD ,152000
2388,60*,RL,108.0,13418,Pave,DNE,0,Lvl,4,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,4,3,PConc,Ex,TA,Av,Unf,0.0,Unf,1117.0,1117.0,GasA,5,Y,SBrkr,1132,1320,0,2452,0.0,0.0,3,1,4,1,4,9,8,1,Gd,BuiltIn,2004.0,Fin,3.0,691.0,TA,TA,3,113,32,0,0,0,0,DNE,DNE,DNE,0,9,2006,WD ,309000
1062,60*,RL,74.0,8899,Pave,DNE,0,Lvl,4,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,5,3,PConc,Gd,TA,Av,GLQ,40.0,Unf,908.0,948.0,GasA,5,Y,SBrkr,948,1140,0,2088,0.0,0.0,2,1,4,1,4,10,8,1,Gd,BuiltIn,2007.0,Fin,3.0,656.0,TA,TA,3,100,24,0,0,0,0,DNE,DNE,DNE,0,6,2008,WD ,250000
1464,60*,RL,65.0,8158,Pave,DNE,0,Lvl,4,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,Gd,TA,No,GLQ,550.0,Unf,334.0,884.0,GasA,5,Y,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,8,0,DNE,Attchd,2003.0,RFn,2.0,543.0,TA,TA,3,0,63,0,0,0,0,DNE,DNE,DNE,0,7,2008,WD ,224900
1359,50*,RM,63.0,4347,Pave,DNE,0,Lvl,4,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,DNE,0.0,4,3,BrkTil,Gd,Gd,No,Unf,0.0,Unf,796.0,796.0,GasA,5,Y,SBrkr,825,784,0,1609,0.0,0.0,1,0,3,1,3,7,8,0,DNE,Detchd,1910.0,Unf,1.0,228.0,Fa,Fa,1,0,182,0,0,0,0,DNE,DNE,DNE,0,6,2008,WD ,127500
455,120*,RL,80.0,10307,Pave,DNE,1,Lvl,4,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,4,3,PConc,Gd,TA,No,GLQ,876.0,Unf,474.0,1350.0,GasA,5,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,8,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,3,192,26,0,0,0,0,DNE,DNE,DNE,0,5,2009,WD ,212500
1011,60*,RL,101.0,13543,Pave,DNE,1,HLS,4,Corner,0,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,4,3,PConc,Ex,TA,Gd,GLQ,16.0,Unf,1152.0,1168.0,GasA,5,Y,SBrkr,1168,1332,0,2500,0.0,0.0,3,1,5,1,5,9,8,1,Gd,BuiltIn,2005.0,Fin,3.0,683.0,TA,TA,3,192,32,0,0,0,0,DNE,DNE,DNE,0,7,2008,WD ,355000
470,120*,RL,51.0,3635,Pave,DNE,0,Lvl,4,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,Gd,TA,No,ALQ,988.0,Unf,398.0,1386.0,GasA,5,Y,SBrkr,1569,0,0,1569,0.0,1.0,2,0,1,1,4,7,8,1,TA,Attchd,2007.0,RFn,3.0,660.0,TA,TA,3,143,20,0,0,0,0,DNE,DNE,DNE,0,5,2009,WD ,175900
799,70*,RL,60.0,9084,Pave,DNE,0,Lvl,4,Inside,0,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,TA,TA,Mn,Unf,0.0,Unf,755.0,755.0,GasA,3,Y,SBrkr,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,8,1,Gd,Detchd,1940.0,Unf,1.0,296.0,Fa,Po,2,120,0,0,0,0,0,DNE,MnPrv,DNE,0,10,2009,WD ,108000
2770,20*,RL,95.0,13015,Pave,DNE,0,Lvl,4,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,4,PConc,Gd,TA,No,Unf,0.0,Unf,1100.0,1100.0,GasA,5,Y,SBrkr,1100,0,0,1100,0.0,0.0,1,1,3,1,3,5,8,0,DNE,Attchd,1996.0,RFn,2.0,462.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,6,2006,WD ,145000
512,20*,RL,76.0,9139,Pave,DNE,1,Lvl,4,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,3,PConc,Ex,TA,Av,GLQ,379.0,Unf,1043.0,1422.0,GasA,5,Y,SBrkr,1432,0,0,1432,0.0,0.0,2,0,3,1,4,7,8,1,Gd,Attchd,2006.0,Fin,2.0,492.0,TA,TA,3,297,50,0,0,0,0,DNE,DNE,DNE,0,9,2009,WD ,245000
1759,60*,RL,58.0,9487,Pave,DNE,1,Lvl,4,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,PConc,Gd,TA,No,GLQ,520.0,Unf,395.0,915.0,GasA,5,Y,SBrkr,940,750,0,1690,1.0,0.0,2,1,3,1,3,7,8,1,TA,Attchd,2000.0,RFn,2.0,442.0,TA,TA,3,0,50,0,0,0,0,DNE,DNE,DNE,0,6,2007,WD ,187000
490,80*,RL,62.0,7750,Pave,DNE,0,Lvl,4,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,PConc,Gd,TA,No,Unf,0.0,Unf,384.0,384.0,GasA,5,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,8,1,TA,BuiltIn,1999.0,RFn,2.0,400.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,3,2009,WD ,156000
1644,20*,RL,0.0,12546,Pave,DNE,1,Lvl,4,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,310.0,4,4,CBlock,Gd,TA,No,BLQ,678.0,Unf,762.0,1440.0,GasA,5,Y,SBrkr,1440,0,0,1440,0.0,0.0,2,0,3,1,4,7,8,1,TA,Attchd,1981.0,Fin,2.0,467.0,TA,TA,3,0,0,99,0,0,0,DNE,DNE,DNE,0,4,2007,WD ,182900
2106,60*,RL,85.0,11103,Pave,DNE,1,Lvl,4,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,PConc,Gd,TA,No,Unf,0.0,Unf,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,8,1,TA,Attchd,2006.0,Fin,2.0,440.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,7,2007,New,155835
1639,190*,RL,195.0,41600,Pave,DNE,1,Lvl,4,FR2,0,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,DNE,0.0,3,3,CBlock,Gd,TA,Gd,ALQ,1047.0,Unf,53.0,1100.0,GasW,3,Y,SBrkr,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,5,0,DNE,2Types,1969.0,Unf,3.0,828.0,TA,TA,1,144,0,0,0,0,0,DNE,DNE,DNE,0,11,2007,WD ,155000
2448,60*,RL,78.0,12011,Pave,DNE,1,Lvl,4,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,Gd,TA,Av,GLQ,956.0,Unf,130.0,1086.0,GasA,5,Y,SBrkr,1086,838,0,1924,1.0,0.0,2,1,3,1,4,7,8,1,TA,Attchd,1998.0,RFn,2.0,592.0,TA,TA,3,208,75,0,0,374,0,DNE,DNE,DNE,0,6,2006,WD ,280000
2041,50*,RM,0.0,12358,Pave,DNE,1,Lvl,4,Inside,0,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,TA,TA,No,Rec,360.0,Unf,360.0,720.0,GasA,3,Y,SBrkr,854,0,528,1382,0.0,0.0,1,1,2,1,3,7,8,0,DNE,Detchd,1991.0,Unf,2.0,660.0,TA,TA,3,237,0,0,0,0,0,DNE,DNE,DNE,0,5,2007,WD ,128500
546,20*,RL,65.0,8529,Pave,DNE,1,Lvl,4,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,PConc,Gd,TA,No,GLQ,20.0,Unf,1434.0,1454.0,GasA,5,Y,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,4,6,8,1,TA,Attchd,2001.0,RFn,2.0,527.0,TA,TA,3,290,39,0,0,0,0,DNE,DNE,DNE,0,4,2009,WD ,189000
1462,20*,RL,0.0,14860,Pave,DNE,2,Lvl,4,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,Ex,TA,Gd,GLQ,1538.0,Unf,240.0,1778.0,GasA,5,Y,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,8,1,Gd,Attchd,2002.0,RFn,3.0,715.0,TA,TA,3,182,35,0,0,0,0,DNE,DNE,DNE,0,6,2008,WD ,300000
1069,60*,RL,112.0,16451,Pave,DNE,1,Lvl,4,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,4,3,PConc,Ex,TA,Gd,Unf,0.0,Unf,1765.0,1765.0,GasA,5,Y,SBrkr,1804,886,0,2690,0.0,0.0,2,1,4,1,4,9,8,1,Gd,BuiltIn,2003.0,Fin,3.0,795.0,TA,TA,3,268,58,0,0,0,0,DNE,DNE,DNE,0,7,2008,WD ,370000
2798,60*,RL,0.0,21533,Pave,DNE,2,Lvl,4,FR2,0,CollgCr,Feedr,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,PConc,Gd,TA,No,Unf,0.0,Unf,1065.0,1065.0,GasA,5,Y,SBrkr,1065,984,0,2049,0.0,0.0,2,1,4,1,4,9,8,1,TA,Attchd,1997.0,Unf,2.0,467.0,TA,TA,3,120,48,0,0,0,0,DNE,DNE,DNE,0,8,2006,WD ,210900
1665,60*,RL,0.0,7472,Pave,DNE,1,Lvl,4,CulDSac,0,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,TA,TA,No,ALQ,626.0,Unf,99.0,725.0,GasA,4,Y,SBrkr,725,754,0,1479,1.0,0.0,1,1,4,1,4,7,8,0,DNE,Attchd,1972.0,Fin,2.0,484.0,TA,TA,3,0,32,0,0,0,0,DNE,DNE,DNE,0,6,2007,WD ,184000
1990,70*,RM,0.0,10337,Pave,Pave,1,Lvl,4,Inside,0,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,DNE,0.0,4,4,BrkTil,TA,TA,No,Unf,0.0,Unf,725.0,725.0,GasA,5,N,SBrkr,909,863,0,1772,0.0,0.0,2,1,3,1,4,7,8,0,DNE,Detchd,1992.0,Unf,2.0,816.0,TA,TA,3,0,0,0,0,0,0,DNE,MnPrv,DNE,0,5,2007,WD ,184900
1532,70*,RL,60.0,7200,Pave,DNE,0,HLS,4,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,DNE,0.0,3,2,BrkTil,Gd,TA,No,Unf,0.0,Unf,776.0,776.0,GasA,3,Y,SBrkr,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,8,1,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,2,0,0,112,0,0,0,DNE,MnPrv,DNE,0,2,2008,WD ,149000
652,60*,RL,78.0,11419,Pave,DNE,0,Lvl,4,Corner,0,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,DNE,0.0,3,3,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,699.0,GasA,5,Y,FuseA,801,726,0,1527,1.0,0.0,1,1,3,1,3,6,8,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,3,0,0,134,0,0,0,DNE,GdWo,DNE,0,12,2009,WD ,152500
180,50*,RM,69.0,11851,Pave,DNE,0,Lvl,4,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,4,BrkTil,TA,TA,No,BLQ,780.0,Unf,247.0,1027.0,GasA,5,Y,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,4,7,8,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,3,0,100,126,0,0,0,DNE,DNE,DNE,0,6,2010,WD ,129000
1940,20*,RL,70.0,13300,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,DNE,0.0,3,3,CBlock,Gd,TA,No,Rec,377.0,Unf,551.0,928.0,GasA,3,Y,SBrkr,928,0,0,928,0.0,0.0,1,0,2,1,3,4,8,0,DNE,Attchd,1956.0,Unf,1.0,252.0,TA,TA,3,261,0,156,0,0,0,DNE,DNE,DNE,0,6,2007,WD ,132000
2190,20*,RL,68.0,9450,Pave,DNE,0,Bnk,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,TA,TA,No,LwQ,552.0,Unf,342.0,894.0,GasA,5,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,8,0,DNE,Detchd,1999.0,Unf,2.0,400.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,5,2007,WD ,110000
1278,90*,RL,113.0,8513,Pave,DNE,0,Lvl,4,Corner,0,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,DNE,0.0,3,3,CBlock,TA,TA,Av,Unf,0.0,Unf,1800.0,1800.0,GasA,3,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,3,10,8,0,DNE,DNE,1978.644525168656,DNE,0.0,0.0,DNE,DNE,1,0,0,0,0,0,0,DNE,DNE,DNE,0,11,2008,WD ,130000
2150,60*,RL,65.0,8158,Pave,DNE,0,Lvl,4,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,Gd,TA,No,Unf,0.0,Unf,860.0,860.0,GasA,5,Y,SBrkr,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,8,0,DNE,Attchd,2002.0,Fin,2.0,542.0,TA,TA,3,386,63,0,0,0,0,DNE,DNE,DNE,0,8,2007,WD ,200000
1182,20*,RL,0.0,11120,Pave,DNE,1,Lvl,4,CulDSac,0,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,DNE,0.0,3,3,PConc,Gd,TA,No,BLQ,660.0,Unf,572.0,1232.0,GasA,3,Y,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,3,6,8,0,DNE,Attchd,1984.0,Unf,2.0,516.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,6,2008,WD ,162500
1667,20*,RL,66.0,7920,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,CBlock,TA,TA,No,ALQ,81.0,GLQ,214.0,914.0,GasA,5,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,3,1,5,5,8,0,DNE,Attchd,1970.0,RFn,1.0,368.0,TA,Gd,3,120,0,0,0,0,0,DNE,DNE,DNE,0,10,2007,WD ,133000
89,20*,RL,0.0,6897,Pave,DNE,1,Lvl,4,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,DNE,0.0,3,4,CBlock,TA,TA,No,ALQ,659.0,Unf,381.0,1040.0,GasA,5,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,8,0,DNE,Detchd,1962.0,Unf,1.0,260.0,TA,TA,3,0,104,0,0,0,0,DNE,DNE,DNE,0,4,2010,WD ,127000
2261,20*,RL,68.0,8298,Pave,DNE,1,HLS,4,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,PConc,Gd,TA,Av,GLQ,583.0,Unf,963.0,1546.0,GasA,5,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,2,1,5,6,8,1,Gd,Attchd,2207.0,RFn,2.0,502.0,TA,TA,3,132,0,0,0,0,0,DNE,DNE,DNE,0,9,2007,New,267300
1248,20*,RL,0.0,12774,Pave,DNE,0,Lvl,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,PConc,TA,TA,No,BLQ,624.0,LwQ,232.0,984.0,GasW,3,N,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,3,5,8,0,DNE,Detchd,1953.0,Unf,2.0,400.0,TA,TA,3,0,32,0,0,0,0,DNE,GdWo,DNE,0,7,2008,WD ,130000
981,85*,RL,50.0,7689,Pave,DNE,1,Lvl,4,Inside,0,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,Gd,TA,Av,GLQ,720.0,BLQ,0.0,796.0,GasA,4,Y,SBrkr,796,0,0,796,0.0,1.0,1,0,2,1,3,4,8,0,DNE,Detchd,1998.0,Unf,1.0,336.0,TA,TA,3,138,0,0,0,0,0,DNE,MnPrv,DNE,0,7,2009,WD ,131900
2309,20*,RL,0.0,39384,Pave,DNE,1,Low,4,CulDSac,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,3,3,CBlock,Gd,TA,Gd,ALQ,1110.0,Unf,595.0,1705.0,GasA,5,Y,SBrkr,1390,0,0,1390,1.0,0.0,1,1,1,1,5,4,7,2,Gd,Attchd,1957.0,Unf,2.0,550.0,TA,TA,3,0,189,0,0,0,0,DNE,DNE,DNE,0,10,2006,WD ,252000
1305,20*,RM,50.0,6000,Pave,DNE,0,Lvl,4,Corner,0,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,TA,TA,No,Unf,0.0,Unf,901.0,901.0,GasA,5,Y,SBrkr,901,0,0,901,0.0,0.0,1,0,2,1,3,4,8,0,DNE,Detchd,1954.0,Unf,1.0,281.0,Fa,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,8,2008,WD ,107900
1657,20*,RL,128.0,13001,Pave,DNE,1,Lvl,4,Inside,0,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,TA,TA,Mn,ALQ,492.0,BLQ,1012.0,1625.0,GasA,3,Y,SBrkr,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,8,1,TA,Attchd,1971.0,Unf,2.0,944.0,TA,TA,3,0,0,249,0,0,0,DNE,DNE,DNE,0,9,2007,WD ,170000
2243,190*,C (all),75.0,8250,Pave,DNE,0,Lvl,4,Inside,0,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,4,CBlock,TA,TA,No,Unf,0.0,Unf,957.0,957.0,GasA,2,N,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,8,0,DNE,DNE,1978.644525168656,DNE,0.0,0.0,DNE,DNE,1,0,0,133,0,0,0,DNE,DNE,DNE,0,6,2007,WD ,119600
136,90*,RL,80.0,11600,Pave,DNE,0,Lvl,4,Corner,0,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,TA,TA,No,Rec,443.0,Unf,662.0,1105.0,GasA,3,Y,FuseA,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,8,0,DNE,Detchd,1960.0,Unf,2.0,480.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,1,2010,WD ,154300
264,20*,RL,80.0,10389,Pave,DNE,0,Lvl,4,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,Gd,TA,No,GLQ,1682.0,Unf,296.0,1978.0,GasA,5,Y,SBrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,4,8,8,1,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,TA,3,188,25,0,0,0,0,DNE,DNE,DNE,0,5,2010,WD ,318000
1885,20*,RL,70.0,7535,Pave,DNE,1,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,TA,TA,No,BLQ,111.0,LwQ,522.0,912.0,GasA,2,Y,SBrkr,912,0,0,912,0.0,1.0,1,0,2,1,3,5,8,0,DNE,Attchd,1958.0,Fin,1.0,297.0,TA,TA,3,12,285,0,0,0,0,DNE,MnWw,Shed,480,6,2007,WD ,120000
26,20*,RL,65.0,8450,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,CBlock,TA,TA,No,BLQ,775.0,Unf,281.0,1056.0,GasA,5,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,8,1,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,3,0,85,184,0,0,0,DNE,DNE,DNE,0,7,2010,WD ,142000
